star_sign,phone_os,height,weight,sleepiness,iq,fb_friends,yt,self_intro,gender
6.0,1.0,154.00000020861626,43.0,3.0,132.25000202655792,582.9999879002571,0.0,Beautiful,2
6.0,1.0,156.0000002682209,47.00000002980232,3.0,130.00000417232513,540.0749871730804,3.500000083446502,Enjoying being who I'm notsss,2
9.0,2.0,170.00000029802322,60.999999642372124,3.0,90.00000208616257,539.9999823868275,2.7915523898601533,Practice Makes perfect,1
9.0,1.0,170.00000029802322,62.00000047683715,4.0,100.00000149011612,415.2892762720585,5.000000068843365,Straightforward,1
9.0,2.0,158.00000032782555,67.00000017881393,3.0,127.99999713897705,320.00000733137125,1.1999999552965164,Humorous,2
6.0,2.0,161.03214240074158,53.02702668309212,3.0,100.00000149011612,902.999994277954,2.0000000476837156,I am cute,2
7.0,2.0,173.50545793771744,50.000000298023224,4.0,115.00000059604645,209.0000072568655,9.590000339746476,,1
3.0,2.0,169.99999970197678,56.999999701976776,4.0,100.00000149011612,1199.9999586343763,2.0878271877765653,Um..Haha,2
9.0,2.0,167.99999964237213,53.02702668309212,2.0,132.25000202655792,579.9999893307686,5.339999794960021,I am quite.,2
1.0,1.0,165.0000005364418,55.00000008940697,5.0,130.00000417232513,540.0749871730804,2.0000000476837156,Beautiful,2
7.0,2.0,163.99999952316284,53.02702668309212,3.0,180.0000011920929,299.9999903738498,1.0000000238418578,Beautiful and smart,2
6.0,2.0,167.99999964237213,55.00000008940697,2.0,132.25000202655792,299.9999903738498,2.0878271877765653,Beautiful and smart,2
12.0,1.0,161.03214240074158,59.99999952316284,3.0,200.0,160.00000414252278,2.0878271877765653,Brilliant,2
11.0,2.0,173.50545793771744,53.00000011920929,4.0,122.29230552911758,300.0000079125166,2.5000000344216824,Work hard play hard,1
3.0,1.0,163.00000047683716,52.0000002682209,5.0,97.9999989271164,540.0749871730804,2.0000000476837156,Q,2
6.0,1.0,154.00000020861626,43.0,3.0,132.25000202655792,582.9999879002571,0.0,Beautiful,2
6.0,1.0,156.0000002682209,47.00000002980232,3.0,130.00000417232513,399.9999956786632,3.500000083446502,Enjoying being who I'm not,2
9.0,2.0,170.00000029802322,60.999999642372124,3.0,90.00000208616257,539.9999823868275,5.000000068843365,,1
9.0,1.0,170.00000029802322,62.00000047683715,4.0,100.00000149011612,173.00000312179327,5.000000068843365,Straightforward,1
6.0,2.0,158.00000032782555,67.00000017881393,3.0,127.99999713897705,320.00000733137125,1.1999999552965164,,2
10.0,2.0,161.03214240074158,49.99999985098839,3.0,132.25000202655792,902.999994277954,2.0000000476837156,I am cute,2
7.0,2.0,165.0000001490116,50.000000298023224,4.0,115.00000059604645,209.0000072568655,9.590000339746476,Homo sapiens,1
3.0,2.0,169.99999970197678,56.999999701976776,3.0,132.25000202655792,540.0749871730804,2.0878271877765653,,2
9.0,2.0,167.99999964237213,53.02702668309212,2.0,132.25000202655792,579.9999893307686,2.0878271877765653,I am quite.,2
1.0,1.0,165.0000005364418,53.02702668309212,5.0,130.00000417232513,542.0000074505806,2.0878271877765653,Beautiful,2
6.0,2.0,163.99999952316284,52.0000002682209,3.0,180.0000011920929,299.9999903738498,1.0000000238418578,Beautiful and smart,2
6.0,2.0,167.99999964237213,55.00000008940697,2.0,180.0000011920929,299.9999903738498,2.0878271877765653,,2
12.0,2.0,161.03214240074158,59.99999952316284,3.0,200.0,160.00000414252278,2.0878271877765653,Brilliant,2
11.0,2.0,168.0000004172325,53.00000011920929,3.0,100.00000149011612,300.0000079125166,2.5000000344216824,Work hard play hard,1
3.0,1.0,163.00000047683716,52.0000002682209,5.0,132.25000202655792,1199.9999586343763,2.0878271877765653,Q,2
2.0,2.0,175.0,74.99999880790709,5.0,50.0,199.99999769032001,0.9999999951571227,I am so handsome,1
9.0,2.0,169.00000035762787,74.99999880790709,1.0,122.29230552911758,0.0,2.7915523898601533,I just wanna run.,1
9.0,2.0,169.00000035762787,74.99999880790709,3.0,90.00000208616257,0.0,2.7915523898601533,I just wanna run.,1
10.0,2.0,173.50545793771744,60.00000059604644,3.0,122.29230552911758,403.99997940659523,0.3699999935552478,Surprising,1
10.0,1.0,173.50545793771744,55.0,3.0,199.00000095367432,611.0000174045563,0.0,,1
10.0,1.0,162.00000010430813,43.000000044703484,5.0,180.0000011920929,415.2892762720585,2.7915523898601533,handsome,1
10.0,1.0,173.50545793771744,67.40890741348265,5.0,100.00000149011612,49.999999422580004,2.7915523898601533,Fake,1
7.0,2.0,175.0,67.40890741348265,5.0,122.29230552911758,415.2892762720585,2.7915523898601533,I am fine thank u,1
6.0,2.0,161.03214240074158,47.99999983608723,2.0,132.25000202655792,540.0749871730804,4.000000095367431,tired,2
11.0,1.0,163.00000047683716,47.99999983608723,2.0,132.25000202655792,249.99998772144315,4.000000095367431,tired,2
11.0,2.0,165.0000001490116,67.40890741348265,2.0,105.0000011920929,799.9999907612801,3.0000000785291197,,1
7.0,2.0,169.00000035762787,73.00000071525572,5.0,105.0000011920929,66.99999979510903,1.7000000382959843,Lazy,1
4.0,1.0,175.0,80.00000119209288,4.0,120.00000029802322,500.0000056028366,0.18700000560842456,,1
7.0,1.0,175.0,50.000000298023224,5.0,100.00000149011612,468.99999287724495,10.00000013768673,I am fakes' fans,1
7.0,1.0,173.0000001192093,73.9999997615814,1.0,180.0000011920929,600.0000158250332,5.000000068843365,Hi,1
7.0,2.0,167.00000002980232,48.00000041723251,3.0,51.00000002421439,638.0000005960464,0.9999999951571227,Go big or go home,1
1.0,1.0,172.00000017881393,60.00000059604644,2.0,150.00000298023224,500.0000056028366,2.7915523898601533,,1
7.0,2.0,172.00000017881393,80.00000119209288,3.0,120.00000029802322,49.999999422580004,0.0,interesting,1
7.0,2.0,172.00000017881393,58.00000071525574,3.0,200.0,415.2892762720585,2.7915523898601533,Boring,1
12.0,1.0,170.00000029802322,69.99999999999999,1.0,122.29230552911758,415.2892762720585,2.7915523898601533,Karma,1
11.0,2.0,174.00000005960464,64.99999940395354,2.0,87.00000047683716,398.99999937415123,2.7915523898601533,handsome,1
